,Unnamed: 0.1,schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium_x,stadium_neutral,weather_temperature,weather_wind_mph,game_id,season,game_type,week,weekday,gametime,away_score,home_score,home_result,location,roof,surface,old_game_id,total_score,home_win,away_win,upset_win,favorite_win,score_total,wind_speed_category,temperature_category,Temp_Cat,Wind_Cat
0,0,1999-09-12,1999,1,False,ATL,14,17,MIN,MIN,-4.0,49.0,Georgia Dome,False,72.0,0.0,1999_01_MIN_ATL,1999,REG,1,Sunday,,17,14,-3,Home,dome,astroturf,1999091210,31,False,True,False,True,31,1,4,60-80,0
1,1,1999-09-12,1999,1,False,CHI,20,17,KC,KC,-3.0,38.0,Soldier Field,False,68.0,10.0,1999_01_KC_CHI,1999,REG,1,Sunday,,17,20,3,Home,outdoors,grass,1999091206,37,True,False,True,False,37,2,3,60-80,5-10
2,2,1999-09-12,1999,1,False,CLE,0,43,PIT,PIT,-6.0,37.0,FirstEnergy Stadium,False,70.0,10.0,1999_01_PIT_CLE,1999,REG,1,Sunday,,43,0,-43,Home,outdoors,grass,1999091213,43,False,True,False,True,43,2,4,60-80,5-10
3,3,1999-09-12,1999,1,False,GB,28,24,OAK,GB,-9.0,43.0,Lambeau Field,False,61.0,9.0,1999_01_OAK_GB,1999,REG,1,Sunday,,24,28,4,Home,outdoors,grass,1999091208,52,True,False,False,True,52,2,3,60-80,5-10
4,4,1999-09-12,1999,1,False,IND,31,14,BUF,BUF,-3.0,45.5,RCA Dome,False,72.0,0.0,1999_01_BUF_IND,1999,REG,1,Sunday,,14,31,17,Home,dome,astroturf,1999091202,45,True,False,True,False,45,1,4,60-80,0
5,5,1999-09-12,1999,1,False,JAX,41,3,SF,JAX,-5.5,49.0,EverBank Field,False,80.0,12.0,1999_01_SF_JAX,1999,REG,1,Sunday,,3,41,38,Home,outdoors,grass,1999091212,44,True,False,False,True,44,3,4,60-80,10-15
6,6,1999-09-12,1999,1,False,NO,19,10,CAR,NO,-3.5,38.0,Louisiana Superdome,False,72.0,0.0,1999_01_CAR_NO,1999,REG,1,Sunday,,10,19,9,Home,dome,astroturf,1999091203,29,True,False,False,True,29,1,4,60-80,0
7,7,1999-09-12,1999,1,False,NYJ,28,30,NE,NYJ,-7.0,44.5,Giants Stadium,False,73.0,8.0,1999_01_NE_NYJ,1999,REG,1,Sunday,,30,28,-2,Home,outdoors,astroturf,1999091207,58,False,True,True,False,58,2,4,60-80,5-10
8,8,1999-09-12,1999,1,False,PHI,24,25,ARI,ARI,-3.0,37.0,Veterans Stadium,False,70.0,6.0,1999_01_ARI_PHI,1999,REG,1,Sunday,,25,24,-1,Home,outdoors,astroturf,1999091200,49,False,True,False,True,49,2,4,60-80,5-10
9,9,1999-09-12,1999,1,False,SEA,20,28,DET,SEA,-9.5,42.0,Seattle Kingdome,False,72.0,0.0,1999_01_DET_SEA,1999,REG,1,Sunday,,28,20,-8,Home,dome,astroturf,1999091209,48,False,True,True,False,48,1,4,60-80,0
10,10,1999-09-12,1999,1,False,STL,27,10,BAL,PICK,0.0,39.0,Edward Jones Dome,False,72.0,0.0,1999_01_BAL_STL,1999,REG,1,Sunday,,10,27,17,Home,dome,astroturf,1999091201,37,True,False,False,False,37,1,4,60-80,0
11,11,1999-09-12,1999,1,False,TB,13,17,NYG,TB,-5.5,37.5,Raymond James Stadium,False,81.0,7.0,1999_01_NYG_TB,1999,REG,1,Sunday,,17,13,-4,Home,outdoors,grass,1999091211,30,False,True,True,False,30,2,4,80-100,5-10
12,12,1999-09-12,1999,1,False,TEN,36,35,CIN,TEN,-9.0,42.0,Nissan Stadium,False,79.0,7.0,1999_01_CIN_TEN,1999,REG,1,Sunday,,35,36,1,Home,outdoors,grass,1999091204,71,True,False,False,True,71,2,4,60-80,5-10
13,13,1999-09-12,1999,1,False,WAS,35,41,DAL,WAS,-2.5,42.0,FedEx Field,False,71.0,5.0,1999_01_DAL_WAS,1999,REG,1,Sunday,,41,35,-6,Home,outdoors,grass,1999091205,76,False,True,True,False,76,1,4,60-80,0-5
14,14,1999-09-13,1999,1,False,DEN,21,38,MIA,DEN,-6.0,43.0,Mile High Stadium,False,50.0,7.0,1999_01_MIA_DEN,1999,REG,1,Monday,,38,21,-17,Home,outdoors,grass,1999091300,59,False,True,True,False,59,2,2,40-60,5-10
15,15,1999-09-19,1999,2,False,BAL,20,23,PIT,PIT,-2.5,38.0,M&T Bank Stadium,False,62.0,4.0,1999_02_PIT_BAL,1999,REG,2,Sunday,,23,20,-3,Home,outdoors,grass,1999091905,43,False,True,False,True,43,1,3,60-80,0-5
16,16,1999-09-19,1999,2,False,BUF,17,3,NYJ,BUF,-4.0,42.0,Ralph Wilson Stadium,False,62.0,5.0,1999_02_NYJ_BUF,1999,REG,2,Sunday,,3,17,14,Home,outdoors,astroturf,1999091913,20,True,False,False,True,20,1,3,60-80,0-5
17,17,1999-09-19,1999,2,False,CAR,20,22,JAX,JAX,-9.5,44.0,Bank of America Stadium,False,66.0,5.0,1999_02_JAX_CAR,1999,REG,2,Sunday,,22,20,-2,Home,outdoors,grass,1999091903,42,False,True,False,True,42,1,3,60-80,0-5
18,18,1999-09-19,1999,2,False,CHI,13,14,SEA,SEA,-3.5,39.0,Soldier Field,False,64.0,9.0,1999_02_SEA_CHI,1999,REG,2,Sunday,,14,13,-1,Home,outdoors,grass,1999091907,27,False,True,False,True,27,2,3,60-80,5-10
19,19,1999-09-19,1999,2,False,CIN,7,34,SD,CIN,-1.0,40.5,Cinergy Field,False,67.0,5.0,1999_02_SD_CIN,1999,REG,2,Sunday,,34,7,-27,Home,outdoors,astroturf,1999091906,41,False,True,True,False,41,1,3,60-80,0-5
20,20,1999-09-19,1999,2,False,DET,23,15,GB,GB,-6.5,43.0,Pontiac Silverdome,False,72.0,0.0,1999_02_GB_DET,1999,REG,2,Sunday,,15,23,8,Home,dome,astroturf,1999091901,38,True,False,True,False,38,1,4,60-80,0
21,21,1999-09-19,1999,2,False,KC,26,10,DEN,DEN,-3.5,40.5,Arrowhead Stadium,False,66.0,10.0,1999_02_DEN_KC,1999,REG,2,Sunday,,10,26,16,Home,outdoors,grass,1999091912,36,True,False,True,False,36,2,3,60-80,5-10
22,22,1999-09-19,1999,2,False,MIA,19,16,ARI,MIA,-9.0,41.0,Sun Life Stadium,False,79.0,9.0,1999_02_ARI_MIA,1999,REG,2,Sunday,,16,19,3,Home,outdoors,grass,1999091900,35,True,False,False,True,35,2,4,60-80,5-10
23,23,1999-09-19,1999,2,False,MIN,17,22,OAK,MIN,-11.0,47.5,Hubert H. Humphrey Metrodome,False,72.0,0.0,1999_02_OAK_MIN,1999,REG,2,Sunday,,22,17,-5,Home,dome,astroturf,1999091904,39,False,True,True,False,39,1,4,60-80,0
24,24,1999-09-19,1999,2,False,NE,31,28,IND,NE,-4.5,45.0,Foxboro Stadium,False,60.0,9.0,1999_02_IND_NE,1999,REG,2,Sunday,,28,31,3,Home,outdoors,grass,1999091902,59,True,False,False,True,59,2,3,40-60,5-10
25,25,1999-09-19,1999,2,False,NYG,21,50,WAS,NYG,-2.5,41.0,Giants Stadium,False,68.0,9.0,1999_02_WAS_NYG,1999,REG,2,Sunday,,50,21,-29,Home,outdoors,astroturf,1999091909,71,False,True,True,False,71,2,3,60-80,5-10
26,26,1999-09-19,1999,2,False,PHI,5,19,TB,TB,-6.5,36.5,Veterans Stadium,False,64.0,4.0,1999_02_TB_PHI,1999,REG,2,Sunday,,19,5,-14,Home,outdoors,astroturf,1999091908,24,False,True,False,True,24,1,3,60-80,0-5
27,27,1999-09-19,1999,2,False,SF,28,21,NO,SF,-11.0,42.5,Candlestick Park,False,61.0,9.0,1999_02_NO_SF,1999,REG,2,Sunday,,21,28,7,Home,outdoors,grass,1999091910,49,True,False,False,True,49,2,3,60-80,5-10
28,28,1999-09-19,1999,2,False,TEN,26,9,CLE,TEN,-16.0,40.0,Nissan Stadium,False,72.0,6.0,1999_02_CLE_TEN,1999,REG,2,Sunday,,9,26,17,Home,outdoors,grass,1999091911,35,True,False,False,True,35,2,4,60-80,5-10
29,29,1999-09-20,1999,2,False,DAL,24,7,ATL,DAL,-6.5,42.0,Texas Stadium,False,83.0,11.0,1999_02_ATL_DAL,1999,REG,2,Monday,,7,24,17,Home,outdoors,astroturf,1999092000,31,True,False,False,True,31,3,4,80-100,10-15
30,30,1999-09-26,1999,3,False,BAL,17,10,CLE,BAL,-12.0,36.5,M&T Bank Stadium,False,67.0,8.0,1999_03_CLE_BAL,1999,REG,3,Sunday,,10,17,7,Home,outdoors,grass,1999092603,27,True,False,False,True,27,2,3,60-80,5-10
31,31,1999-09-26,1999,3,False,BUF,26,0,PHI,BUF,-11.5,38.0,Ralph Wilson Stadium,False,60.0,7.0,1999_03_PHI_BUF,1999,REG,3,Sunday,,0,26,26,Home,outdoors,astroturf,1999092606,26,True,False,False,True,26,2,3,40-60,5-10
32,32,1999-09-26,1999,3,False,CAR,27,3,CIN,CAR,-7.0,39.5,Bank of America Stadium,False,70.0,6.0,1999_03_CIN_CAR,1999,REG,3,Sunday,,3,27,24,Home,outdoors,grass,1999092602,30,True,False,False,True,30,2,4,60-80,5-10
33,33,1999-09-26,1999,3,False,GB,23,20,MIN,PICK,0.0,47.5,Lambeau Field,False,68.0,16.0,1999_03_MIN_GB,1999,REG,3,Sunday,,20,23,3,Home,outdoors,grass,1999092611,43,True,False,False,False,43,4,3,60-80,15-20
34,34,1999-09-26,1999,3,False,JAX,19,20,TEN,JAX,-9.5,45.0,EverBank Field,False,76.0,8.0,1999_03_TEN_JAX,1999,REG,3,Sunday,,20,19,-1,Home,outdoors,grass,1999092608,39,False,True,True,False,39,2,4,60-80,5-10
35,35,1999-09-26,1999,3,False,KC,31,21,DET,KC,-3.5,39.5,Arrowhead Stadium,False,68.0,11.0,1999_03_DET_KC,1999,REG,3,Sunday,,21,31,10,Home,outdoors,grass,1999092605,52,True,False,False,True,52,3,3,60-80,10-15
36,36,1999-09-26,1999,3,False,NE,16,14,NYG,NE,-6.0,43.5,Foxboro Stadium,False,58.0,10.0,1999_03_NYG_NE,1999,REG,3,Sunday,,14,16,2,Home,outdoors,grass,1999092612,30,True,False,False,True,30,2,3,40-60,5-10
37,37,1999-09-26,1999,3,False,NYJ,20,27,WAS,WAS,-1.0,43.5,Giants Stadium,False,63.0,9.0,1999_03_WAS_NYJ,1999,REG,3,Sunday,,27,20,-7,Home,outdoors,astroturf,1999092601,47,False,True,False,True,47,2,3,60-80,5-10
38,38,1999-09-26,1999,3,False,OAK,24,17,CHI,LVR,-7.0,38.0,Oakland Coliseum,False,69.0,9.0,1999_03_CHI_OAK,1999,REG,3,Sunday,,17,24,7,Home,outdoors,grass,1999092610,41,True,False,False,False,41,2,4,60-80,5-10
39,39,1999-09-26,1999,3,False,PIT,10,29,SEA,PIT,-4.0,38.0,Three Rivers Stadium,False,64.0,6.0,1999_03_SEA_PIT,1999,REG,3,Sunday,,29,10,-19,Home,outdoors,astroturf,1999092607,39,False,True,True,False,39,2,3,60-80,5-10
40,40,1999-09-26,1999,3,False,SD,19,27,IND,IND,-1.0,44.0,Qualcomm Stadium,False,63.0,6.0,1999_03_IND_SD,1999,REG,3,Sunday,,27,19,-8,Home,outdoors,grass,1999092609,46,False,True,False,True,46,2,3,60-80,5-10
41,41,1999-09-26,1999,3,False,STL,35,7,ATL,ATL,-1.5,40.5,Edward Jones Dome,False,72.0,0.0,1999_03_ATL_STL,1999,REG,3,Sunday,,7,35,28,Home,dome,astroturf,1999092600,42,True,False,True,False,42,1,4,60-80,0
42,42,1999-09-26,1999,3,False,TB,13,10,DEN,TB,-2.5,38.0,Raymond James Stadium,False,78.0,7.0,1999_03_DEN_TB,1999,REG,3,Sunday,,10,13,3,Home,outdoors,grass,1999092604,23,True,False,False,True,23,2,4,60-80,5-10
43,43,1999-09-27,1999,3,False,ARI,10,24,SF,SF,-2.5,45.5,University of Phoenix Stadium,False,87.0,7.0,1999_03_SF_ARI,1999,REG,3,Monday,,24,10,-14,Home,outdoors,grass,1999092700,34,False,True,False,True,34,2,5,80-100,5-10
44,44,1999-10-03,1999,4,False,ATL,13,19,BAL,ATL,-2.5,36.5,Georgia Dome,False,72.0,0.0,1999_04_BAL_ATL,1999,REG,4,Sunday,,19,13,-6,Home,dome,astroturf,1999100301,32,False,True,True,False,32,1,4,60-80,0
45,45,1999-10-03,1999,4,False,CHI,14,10,NO,NO,-1.0,37.0,Soldier Field,False,44.0,8.0,1999_04_NO_CHI,1999,REG,4,Sunday,,10,14,4,Home,outdoors,grass,1999100304,24,True,False,True,False,24,2,2,40-60,5-10
46,46,1999-10-03,1999,4,False,CIN,10,38,STL,LAR,-3.5,44.0,Cinergy Field,False,62.0,12.0,1999_04_STL_CIN,1999,REG,4,Sunday,,38,10,-28,Home,outdoors,astroturf,1999100306,48,False,True,False,False,48,3,3,60-80,10-15
47,47,1999-10-03,1999,4,False,CLE,7,19,NE,NE,-12.0,38.0,FirstEnergy Stadium,False,56.0,14.0,1999_04_NE_CLE,1999,REG,4,Sunday,,19,7,-12,Home,outdoors,grass,1999100303,26,False,True,False,True,26,3,3,40-60,10-15
48,48,1999-10-03,1999,4,False,DAL,35,7,ARI,DAL,-7.0,42.5,Texas Stadium,False,78.0,10.0,1999_04_ARI_DAL,1999,REG,4,Sunday,,7,35,28,Home,outdoors,astroturf,1999100300,42,True,False,False,True,42,2,4,60-80,5-10
49,49,1999-10-03,1999,4,False,DEN,13,21,NYJ,DEN,-5.5,40.0,Mile High Stadium,False,41.0,11.0,1999_04_NYJ_DEN,1999,REG,4,Sunday,,21,13,-8,Home,outdoors,grass,1999100310,34,False,True,True,False,34,3,2,40-60,10-15
50,50,1999-10-03,1999,4,False,MIN,21,14,TB,MIN,-7.0,40.5,Hubert H. Humphrey Metrodome,False,72.0,0.0,1999_04_TB_MIN,1999,REG,4,Sunday,,14,21,7,Home,dome,astroturf,1999100307,35,True,False,False,True,35,1,4,60-80,0
51,51,1999-10-03,1999,4,False,NYG,16,15,PHI,NYG,-9.5,35.5,Giants Stadium,False,67.0,12.0,1999_04_PHI_NYG,1999,REG,4,Sunday,,15,16,1,Home,outdoors,astroturf,1999100305,31,True,False,False,True,31,3,3,60-80,10-15
52,52,1999-10-03,1999,4,False,PIT,3,17,JAX,JAX,-3.0,42.0,Three Rivers Stadium,False,60.0,9.0,1999_04_JAX_PIT,1999,REG,4,Sunday,,17,3,-14,Home,outdoors,astroturf,1999100302,20,False,True,False,True,20,2,3,40-60,5-10
53,53,1999-10-03,1999,4,False,SD,21,14,KC,LAC,-1.0,38.5,Qualcomm Stadium,False,65.0,10.0,1999_04_KC_SD,1999,REG,4,Sunday,,14,21,7,Home,outdoors,grass,1999100309,35,True,False,False,False,35,2,3,60-80,5-10
54,54,1999-10-03,1999,4,False,SF,24,22,TEN,SF,-1.5,40.5,Candlestick Park,False,60.0,9.0,1999_04_TEN_SF,1999,REG,4,Sunday,,22,24,2,Home,outdoors,grass,1999100311,46,True,False,False,True,46,2,3,40-60,5-10
55,55,1999-10-03,1999,4,False,SEA,22,21,OAK,SEA,-3.5,40.5,Seattle Kingdome,False,72.0,0.0,1999_04_OAK_SEA,1999,REG,4,Sunday,,21,22,1,Home,dome,astroturf,1999100312,43,True,False,False,True,43,1,4,60-80,0
56,56,1999-10-03,1999,4,False,WAS,38,36,CAR,WAS,-8.5,45.5,FedEx Field,False,66.0,8.0,1999_04_CAR_WAS,1999,REG,4,Sunday,,36,38,2,Home,outdoors,grass,1999100308,74,True,False,False,True,74,2,3,60-80,5-10
57,57,1999-10-04,1999,4,False,MIA,18,23,BUF,MIA,-4.5,40.5,Sun Life Stadium,False,82.0,13.0,1999_04_BUF_MIA,1999,REG,4,Monday,,23,18,-5,Home,outdoors,grass,1999100400,41,False,True,True,False,41,3,4,80-100,10-15
58,58,1999-10-10,1999,5,False,ARI,14,3,NYG,ARI,-3.0,37.5,University of Phoenix Stadium,False,84.0,6.0,1999_05_NYG_ARI,1999,REG,5,Sunday,,3,14,11,Home,outdoors,grass,1999101008,17,True,False,False,True,17,2,4,80-100,5-10
59,59,1999-10-10,1999,5,False,BUF,24,21,PIT,BUF,-6.5,38.0,Ralph Wilson Stadium,False,60.0,8.0,1999_05_PIT_BUF,1999,REG,5,Sunday,,21,24,3,Home,outdoors,astroturf,1999101005,45,True,False,False,True,45,2,3,40-60,5-10
60,60,1999-10-10,1999,5,False,CLE,17,18,CIN,CIN,-3.0,36.0,FirstEnergy Stadium,False,62.0,6.0,1999_05_CIN_CLE,1999,REG,5,Sunday,,18,17,-1,Home,outdoors,grass,1999101002,35,False,True,False,True,35,2,3,60-80,5-10
61,61,1999-10-10,1999,5,False,DET,10,20,SD,DET,-3.5,40.0,Pontiac Silverdome,False,72.0,0.0,1999_05_SD_DET,1999,REG,5,Sunday,,20,10,-10,Home,dome,astroturf,1999101006,30,False,True,True,False,30,1,4,60-80,0
62,62,1999-10-10,1999,5,False,GB,26,23,TB,GB,-6.0,40.5,Lambeau Field,False,58.0,10.0,1999_05_TB_GB,1999,REG,5,Sunday,,23,26,3,Home,outdoors,grass,1999101012,49,True,False,False,True,49,2,3,40-60,5-10
63,63,1999-10-10,1999,5,False,IND,31,34,MIA,MIA,-1.5,44.5,RCA Dome,False,72.0,0.0,1999_05_MIA_IND,1999,REG,5,Sunday,,34,31,-3,Home,dome,astroturf,1999101011,65,False,True,False,True,65,1,4,60-80,0
64,64,1999-10-10,1999,5,False,KC,16,14,NE,KC,-2.5,41.0,Arrowhead Stadium,False,65.0,8.0,1999_05_NE_KC,1999,REG,5,Sunday,,14,16,2,Home,outdoors,grass,1999101004,30,True,False,False,True,30,2,3,60-80,5-10
65,65,1999-10-10,1999,5,False,MIN,22,24,CHI,MIN,-13.0,43.5,Hubert H. Humphrey Metrodome,False,72.0,0.0,1999_05_CHI_MIN,1999,REG,5,Sunday,,24,22,-2,Home,dome,astroturf,1999101001,46,False,True,True,False,46,1,4,60-80,0
66,66,1999-10-10,1999,5,False,NO,17,20,ATL,NO,-3.0,35.5,Louisiana Superdome,False,72.0,0.0,1999_05_ATL_NO,1999,REG,5,Sunday,,20,17,-3,Home,dome,astroturf,1999101000,37,False,True,True,False,37,1,4,60-80,0
67,67,1999-10-10,1999,5,False,OAK,13,16,DEN,LVR,-7.0,38.0,Oakland Coliseum,False,71.0,10.0,1999_05_DEN_OAK,1999,REG,5,Sunday,,16,13,-3,Home,outdoors,grass,1999101010,29,False,True,False,False,29,2,4,60-80,5-10
68,68,1999-10-10,1999,5,False,PHI,13,10,DAL,DAL,-9.5,37.0,Veterans Stadium,False,64.0,11.0,1999_05_DAL_PHI,1999,REG,5,Sunday,,10,13,3,Home,outdoors,astroturf,1999101003,23,True,False,True,False,23,3,3,60-80,10-15
69,69,1999-10-10,1999,5,False,STL,42,20,SF,LAR,-3.0,45.5,Edward Jones Dome,False,72.0,0.0,1999_05_SF_STL,1999,REG,5,Sunday,,20,42,22,Home,dome,astroturf,1999101007,62,True,False,False,False,62,1,4,60-80,0
70,70,1999-10-10,1999,5,False,TEN,14,11,BAL,TEN,-7.0,38.5,Nissan Stadium,False,71.0,8.0,1999_05_BAL_TEN,1999,REG,5,Sunday,,11,14,3,Home,outdoors,grass,1999101009,25,True,False,False,True,25,2,4,60-80,5-10
71,71,1999-10-11,1999,5,False,NYJ,6,16,JAX,JAX,-3.0,40.0,Giants Stadium,False,68.0,12.0,1999_05_JAX_NYJ,1999,REG,5,Monday,,16,6,-10,Home,outdoors,astroturf,1999101100,22,False,True,False,True,22,3,3,60-80,10-15
72,72,1999-10-17,1999,6,False,ARI,10,24,WAS,WAS,-3.5,45.5,University of Phoenix Stadium,False,74.0,12.0,1999_06_WAS_ARI,1999,REG,6,Sunday,,24,10,-14,Home,outdoors,grass,1999101712,34,False,True,False,True,34,3,4,60-80,10-15
73,73,1999-10-17,1999,6,False,ATL,13,41,STL,LAR,-6.0,45.0,Georgia Dome,False,72.0,0.0,1999_06_STL_ATL,1999,REG,6,Sunday,,41,13,-28,Home,dome,astroturf,1999101707,54,False,True,False,False,54,1,4,60-80,0
74,74,1999-10-17,1999,6,False,BUF,14,20,OAK,BUF,-3.5,40.5,Ralph Wilson Stadium,False,58.0,12.0,1999_06_OAK_BUF,1999,REG,6,Sunday,,20,14,-6,Home,outdoors,astroturf,1999101704,34,False,True,True,False,34,3,3,40-60,10-15
75,75,1999-10-17,1999,6,False,CHI,16,20,PHI,CHI,-6.5,35.0,Soldier Field,False,48.0,12.0,1999_06_PHI_CHI,1999,REG,6,Sunday,,20,16,-4,Home,outdoors,grass,1999101705,36,False,True,True,False,36,3,2,40-60,10-15
76,76,1999-10-17,1999,6,False,CIN,3,17,PIT,PIT,-5.0,37.5,Cinergy Field,False,58.0,10.0,1999_06_PIT_CIN,1999,REG,6,Sunday,,17,3,-14,Home,outdoors,astroturf,1999101706,20,False,True,False,True,20,2,3,40-60,5-10
77,77,1999-10-17,1999,6,False,DEN,31,10,GB,GB,-3.5,40.0,Mile High Stadium,False,32.0,10.0,1999_06_GB_DEN,1999,REG,6,Sunday,,10,31,21,Home,outdoors,grass,1999101711,41,True,False,True,False,41,2,1,20-40,5-10
78,78,1999-10-17,1999,6,False,DET,25,23,MIN,MIN,-3.5,45.0,Pontiac Silverdome,False,72.0,0.0,1999_06_MIN_DET,1999,REG,6,Sunday,,23,25,2,Home,dome,astroturf,1999101703,48,True,False,True,False,48,1,4,60-80,0
79,79,1999-10-17,1999,6,False,JAX,24,7,CLE,JAX,-17.5,37.5,EverBank Field,False,74.0,24.0,1999_06_CLE_JAX,1999,REG,6,Sunday,,7,24,17,Home,outdoors,grass,1999101700,31,True,False,False,True,31,5,4,60-80,20-25
80,80,1999-10-17,1999,6,False,NE,30,31,MIA,NE,-2.5,42.5,Foxboro Stadium,False,63.0,10.0,1999_06_MIA_NE,1999,REG,6,Sunday,,31,30,-1,Home,outdoors,grass,1999101702,61,False,True,True,False,61,2,3,60-80,5-10
81,81,1999-10-17,1999,6,False,NO,21,24,TEN,TEN,-3.0,36.5,Louisiana Superdome,False,72.0,0.0,1999_06_TEN_NO,1999,REG,6,Sunday,,24,21,-3,Home,dome,astroturf,1999101708,45,False,True,False,True,45,1,4,60-80,0
82,82,1999-10-17,1999,6,False,NYJ,13,16,IND,IND,-2.5,42.5,Giants Stadium,False,64.0,6.0,1999_06_IND_NYJ,1999,REG,6,Sunday,,16,13,-3,Home,outdoors,astroturf,1999101701,29,False,True,False,True,29,2,3,60-80,5-10
83,83,1999-10-17,1999,6,False,SD,13,10,SEA,SEA,-1.5,37.5,Qualcomm Stadium,False,66.0,9.0,1999_06_SEA_SD,1999,REG,6,Sunday,,10,13,3,Home,outdoors,grass,1999101709,23,True,False,True,False,23,2,3,60-80,5-10
84,84,1999-10-17,1999,6,False,SF,29,31,CAR,SF,-5.0,44.0,Candlestick Park,False,70.0,11.0,1999_06_CAR_SF,1999,REG,6,Sunday,,31,29,-2,Home,outdoors,grass,1999101710,60,False,True,True,False,60,3,4,60-80,10-15
85,85,1999-10-18,1999,6,False,NYG,13,10,DAL,DAL,-3.0,37.0,Giants Stadium,False,59.0,19.0,1999_06_DAL_NYG,1999,REG,6,Monday,,10,13,3,Home,outdoors,astroturf,1999101800,23,True,False,True,False,23,4,3,40-60,15-20
86,86,1999-10-21,1999,7,False,BAL,8,35,KC,KC,-1.0,36.0,M&T Bank Stadium,False,51.0,5.0,1999_07_KC_BAL,1999,REG,7,Thursday,,35,8,-27,Home,outdoors,grass,1999102100,43,False,True,False,True,43,1,3,40-60,0-5
87,87,1999-10-24,1999,7,False,CAR,9,24,DET,CAR,-4.5,43.5,Bank of America Stadium,False,46.0,8.0,1999_07_DET_CAR,1999,REG,7,Sunday,,24,9,-15,Home,outdoors,grass,1999102404,33,False,True,True,False,33,2,2,40-60,5-10
88,88,1999-10-24,1999,7,False,DAL,38,20,WAS,DAL,-2.0,44.0,Texas Stadium,False,59.0,6.0,1999_07_WAS_DAL,1999,REG,7,Sunday,,20,38,18,Home,outdoors,astroturf,1999102408,58,True,False,False,True,58,2,3,40-60,5-10
89,89,1999-10-24,1999,7,False,IND,31,10,CIN,IND,-11.0,44.0,RCA Dome,False,72.0,0.0,1999_07_CIN_IND,1999,REG,7,Sunday,,10,31,21,Home,dome,astroturf,1999102401,41,True,False,False,True,41,1,4,60-80,0
90,90,1999-10-24,1999,7,False,MIA,16,13,PHI,MIA,-9.0,34.0,Sun Life Stadium,False,71.0,9.0,1999_07_PHI_MIA,1999,REG,7,Sunday,,13,16,3,Home,outdoors,grass,1999102406,29,True,False,False,True,29,2,4,60-80,5-10
91,91,1999-10-24,1999,7,False,MIN,40,16,SF,MIN,-7.0,48.5,Hubert H. Humphrey Metrodome,False,72.0,0.0,1999_07_SF_MIN,1999,REG,7,Sunday,,16,40,24,Home,dome,astroturf,1999102407,56,True,False,False,True,56,1,4,60-80,0
92,92,1999-10-24,1999,7,False,NE,24,23,DEN,NE,-3.5,40.5,Foxboro Stadium,False,49.0,14.0,1999_07_DEN_NE,1999,REG,7,Sunday,,23,24,1,Home,outdoors,grass,1999102403,47,True,False,False,True,47,3,2,40-60,10-15
93,93,1999-10-24,1999,7,False,NYG,31,3,NO,NYG,-3.0,34.0,Giants Stadium,False,50.0,17.0,1999_07_NO_NYG,1999,REG,7,Sunday,,3,31,28,Home,outdoors,astroturf,1999102405,34,True,False,False,True,34,4,2,40-60,15-20
94,94,1999-10-24,1999,7,False,OAK,24,23,NYJ,LVR,-6.5,37.0,Oakland Coliseum,False,59.0,10.0,1999_07_NYJ_OAK,1999,REG,7,Sunday,,23,24,1,Home,outdoors,grass,1999102411,47,True,False,False,False,47,2,3,40-60,5-10
95,95,1999-10-24,1999,7,False,SD,3,31,GB,GB,-3.0,37.5,Qualcomm Stadium,False,65.0,8.0,1999_07_GB_SD,1999,REG,7,Sunday,,31,3,-28,Home,outdoors,grass,1999102409,34,False,True,False,True,34,2,3,60-80,5-10
96,96,1999-10-24,1999,7,False,SEA,26,16,BUF,SEA,-2.5,38.0,Seattle Kingdome,False,72.0,0.0,1999_07_BUF_SEA,1999,REG,7,Sunday,,16,26,10,Home,dome,astroturf,1999102410,42,True,False,False,True,42,1,4,60-80,0
97,97,1999-10-24,1999,7,False,STL,34,3,CLE,LAR,-18.5,43.5,Edward Jones Dome,False,72.0,0.0,1999_07_CLE_STL,1999,REG,7,Sunday,,3,34,31,Home,dome,astroturf,1999102402,37,True,False,False,False,37,1,4,60-80,0
98,98,1999-10-24,1999,7,False,TB,6,3,CHI,TB,-8.0,36.5,Raymond James Stadium,False,62.0,10.0,1999_07_CHI_TB,1999,REG,7,Sunday,,3,6,3,Home,outdoors,grass,1999102400,9,True,False,False,True,9,2,3,60-80,5-10
99,99,1999-10-25,1999,7,False,PIT,13,9,ATL,PIT,-5.5,37.0,Three Rivers Stadium,False,41.0,9.0,1999_07_ATL_PIT,1999,REG,7,Monday,,9,13,4,Home,outdoors,astroturf,1999102500,22,True,False,False,True,22,2,2,40-60,5-10
100,100,1999-10-31,1999,8,False,ARI,3,27,NE,NE,-3.0,40.5,University of Phoenix Stadium,False,74.0,7.0,1999_08_NE_ARI,1999,REG,8,Sunday,,27,3,-24,Home,outdoors,grass,1999103110,30,False,True,False,True,30,2,4,60-80,5-10
101,101,1999-10-31,1999,8,False,ATL,27,20,CAR,ATL,-2.0,40.0,Georgia Dome,False,72.0,0.0,1999_08_CAR_ATL,1999,REG,8,Sunday,,20,27,7,Home,dome,astroturf,1999103101,47,True,False,False,True,47,1,4,60-80,0
